gene_id	colors
GRMZM2G091900	turquoise
GRMZM2G091916	salmon
GRMZM2G092000	salmon
GRMZM2G092008	turquoise
GRMZM2G092021	turquoise
GRMZM2G092091	lightcyan
GRMZM2G092101	salmon
GRMZM2G092125	grey
GRMZM2G092147	brown
GRMZM2G092154	turquoise
GRMZM2G092198	blue
GRMZM2G092244	blue
GRMZM2G092256	blue
GRMZM2G092311	turquoise
GRMZM2G092327	yellow
GRMZM2G092363	purple
GRMZM2G092409	yellow
GRMZM2G092427	blue
GRMZM2G092432	midnightblue
GRMZM2G092447	blue
GRMZM2G092581	purple
GRMZM2G092588	midnightblue
GRMZM2G092590	turquoise
GRMZM2G092592	magenta
GRMZM2G092595	turquoise
GRMZM2G092661	yellow
GRMZM2G092669	turquoise
GRMZM2G092752	brown
GRMZM2G092780	blue
GRMZM2G092793	blue
GRMZM2G092823	turquoise
GRMZM2G092959	yellow
GRMZM2G092981	blue
GRMZM2G092991	blue
GRMZM2G093020	turquoise
GRMZM2G093032	blue
GRMZM2G093146	cyan
GRMZM2G093254	blue
GRMZM2G093270	magenta
GRMZM2G093305	turquoise
GRMZM2G093347	brown
GRMZM2G093405	green
GRMZM2G093436	purple
GRMZM2G093603	red
GRMZM2G093625	brown
GRMZM2G093666	green
GRMZM2G093736	brown
GRMZM2G093826	turquoise
GRMZM2G093849	blue
GRMZM2G093900	turquoise
GRMZM2G093951	green
GRMZM2G093962	blue
GRMZM2G094017	turquoise
GRMZM2G094067	turquoise
GRMZM2G094072	turquoise
GRMZM2G094080	purple
GRMZM2G094353	turquoise
GRMZM2G094490	turquoise
GRMZM2G094510	brown
GRMZM2G094526	turquoise
GRMZM2G094543	magenta
GRMZM2G094579	magenta
GRMZM2G094589	green
GRMZM2G094592	green
GRMZM2G094602	yellow
GRMZM2G094639	turquoise
GRMZM2G094655	yellow
GRMZM2G094840	blue
GRMZM2G094867	yellow
GRMZM2G094884	blue
GRMZM2G094955	green
GRMZM2G094978	turquoise
GRMZM2G095039	pink
GRMZM2G095075	blue
GRMZM2G095082	turquoise
GRMZM2G095104	blue
GRMZM2G095164	green
GRMZM2G095185	blue
GRMZM2G095206	turquoise
GRMZM2G095219	blue
GRMZM2G095280	greenyellow
GRMZM2G095302	green
GRMZM2G095333	turquoise
GRMZM2G095382	black
GRMZM2G095598	turquoise
GRMZM2G095634	yellow
GRMZM2G095689	turquoise
GRMZM2G095725	turquoise
GRMZM2G095727	turquoise
GRMZM2G095763	purple
GRMZM2G095786	turquoise
GRMZM2G095798	red
GRMZM2G095826	turquoise
GRMZM2G095868	blue
GRMZM2G095873	blue
GRMZM2G095955	turquoise
GRMZM2G096016	black
GRMZM2G096020	black
GRMZM2G096048	turquoise
GRMZM2G096123	brown
GRMZM2G096171	brown
GRMZM2G096228	tan
GRMZM2G096241	brown
GRMZM2G096247	turquoise
GRMZM2G096269	turquoise
GRMZM2G096372	turquoise
GRMZM2G096407	turquoise
GRMZM2G096475	green
GRMZM2G096486	purple
GRMZM2G096525	turquoise
GRMZM2G096717	greenyellow
GRMZM2G096753	blue
GRMZM2G096815	brown
GRMZM2G096946	turquoise
GRMZM2G096958	salmon
GRMZM2G097015	red
GRMZM2G097109	blue
GRMZM2G097122	greenyellow
GRMZM2G097144	red
GRMZM2G097190	purple
GRMZM2G097283	turquoise
GRMZM2G097342	blue
GRMZM2G097349	turquoise
GRMZM2G097457	lightcyan
GRMZM2G097469	green
GRMZM2G097504	yellow
GRMZM2G097704	turquoise
GRMZM2G097728	brown
GRMZM2G097802	turquoise
GRMZM2G097812	purple
GRMZM2G097841	turquoise
GRMZM2G097884	green
GRMZM2G097900	blue
GRMZM2G097959	blue
GRMZM2G097967	turquoise
GRMZM2G097989	pink
GRMZM2G098011	blue
GRMZM2G098015	magenta
GRMZM2G098063	black
GRMZM2G098179	green
GRMZM2G098290	turquoise
GRMZM2G098346	turquoise
GRMZM2G098377	turquoise
GRMZM2G098423	turquoise
GRMZM2G098474	pink
GRMZM2G098517	blue
GRMZM2G098520	turquoise
GRMZM2G098568	blue
GRMZM2G098606	yellow
GRMZM2G098637	blue
GRMZM2G098643	blue
GRMZM2G098676	turquoise
GRMZM2G098721	blue
GRMZM2G098731	black
GRMZM2G098747	blue
GRMZM2G098904	green
GRMZM2G098918	greenyellow
GRMZM2G098988	turquoise
GRMZM2G099002	green
GRMZM2G099007	brown
GRMZM2G099049	black
GRMZM2G099088	turquoise
GRMZM2G099097	brown
GRMZM2G099153	black
GRMZM2G099166	turquoise
GRMZM2G099191	turquoise
GRMZM2G099196	grey
GRMZM2G099239	pink
GRMZM2G099295	turquoise
GRMZM2G099340	greenyellow
GRMZM2G099363	turquoise
GRMZM2G099367	turquoise
GRMZM2G099376	turquoise
GRMZM2G099413	brown
GRMZM2G099454	green
GRMZM2G099461	brown
GRMZM2G099483	brown
GRMZM2G099615	blue
GRMZM2G099622	purple
GRMZM2G099626	turquoise
GRMZM2G099666	turquoise
GRMZM2G100058	midnightblue
GRMZM2G100067	yellow
GRMZM2G100084	yellow
GRMZM2G100090	greenyellow
GRMZM2G100158	turquoise
GRMZM2G100177	cyan
GRMZM2G100240	blue
GRMZM2G100318	turquoise
GRMZM2G100351	cyan
GRMZM2G100360	turquoise
GRMZM2G100380	turquoise
GRMZM2G100395	turquoise
GRMZM2G100467	brown
GRMZM2G100505	turquoise
GRMZM2G100579	blue
GRMZM2G100714	cyan
GRMZM2G100741	grey
GRMZM2G100911	turquoise
GRMZM2G100946	purple
GRMZM2G101024	pink
GRMZM2G101058	brown
GRMZM2G101105	blue
GRMZM2G101125	blue
GRMZM2G101271	blue
GRMZM2G101282	turquoise
GRMZM2G101499	pink
GRMZM2G101511	green
GRMZM2G101545	yellow
GRMZM2G101625	blue
GRMZM2G101634	red
GRMZM2G101682	green
GRMZM2G101693	black
GRMZM2G101699	red
GRMZM2G101744	midnightblue
GRMZM2G101745	blue
GRMZM2G101872	turquoise
GRMZM2G101875	pink
GRMZM2G101916	turquoise
GRMZM2G101958	brown
GRMZM2G102015	turquoise
GRMZM2G102088	blue
GRMZM2G102349	turquoise
GRMZM2G102356	purple
GRMZM2G102365	cyan
GRMZM2G102382	lightcyan
GRMZM2G102483	turquoise
GRMZM2G102499	red
GRMZM2G102583	magenta
GRMZM2G102605	blue
GRMZM2G102657	magenta
GRMZM2G102674	turquoise
GRMZM2G102681	turquoise
GRMZM2G102714	turquoise
GRMZM2G102754	turquoise
GRMZM2G102760	red
GRMZM2G102802	turquoise
GRMZM2G102838	turquoise
GRMZM2G102845	lightcyan
GRMZM2G102891	black
GRMZM2G102903	yellow
GRMZM2G102912	brown
GRMZM2G102938	black
GRMZM2G102946	turquoise
GRMZM2G102968	blue
GRMZM2G102985	brown
GRMZM2G103250	blue
GRMZM2G103270	brown
GRMZM2G103315	blue
GRMZM2G103512	green
GRMZM2G103672	yellow
GRMZM2G103684	salmon
GRMZM2G103773	cyan
GRMZM2G103812	turquoise
GRMZM2G103864	brown
GRMZM2G103873	turquoise
GRMZM2G103884	yellow
GRMZM2G103902	salmon
GRMZM2G103929	turquoise
GRMZM2G103939	purple
GRMZM2G103945	lightcyan
GRMZM2G104045	yellow
GRMZM2G104078	turquoise
GRMZM2G104125	brown
GRMZM2G104176	turquoise
GRMZM2G104262	blue
GRMZM2G104265	brown
GRMZM2G104283	turquoise
GRMZM2G104347	turquoise
GRMZM2G104390	turquoise
GRMZM2G104394	turquoise
GRMZM2G104419	greenyellow
GRMZM2G104501	yellow
GRMZM2G104542	turquoise
GRMZM2G104546	red
GRMZM2G104760	salmon
GRMZM2G104783	turquoise
GRMZM2G104836	blue
GRMZM2G104843	grey
GRMZM2G104847	black
GRMZM2G104876	yellow
GRMZM2G104920	cyan
GRMZM2G104942	blue
GRMZM2G105004	brown
GRMZM2G105005	red
GRMZM2G105167	brown
GRMZM2G105187	turquoise
GRMZM2G105192	midnightblue
GRMZM2G105233	brown
GRMZM2G105250	turquoise
GRMZM2G105283	turquoise
GRMZM2G105335	magenta
GRMZM2G105348	blue
GRMZM2G105364	brown
GRMZM2G105387	red
GRMZM2G105400	tan
GRMZM2G105419	turquoise
GRMZM2G105494	turquoise
GRMZM2G105542	midnightblue
GRMZM2G105587	black
GRMZM2G105644	turquoise
GRMZM2G105712	purple
GRMZM2G105787	purple
GRMZM2G105844	purple
GRMZM2G105855	blue
GRMZM2G105909	yellow
GRMZM2G106028	purple
GRMZM2G106061	turquoise
GRMZM2G106164	turquoise
GRMZM2G106185	green
GRMZM2G106190	tan
GRMZM2G106204	turquoise
GRMZM2G106213	turquoise
GRMZM2G106263	magenta
GRMZM2G106338	blue
GRMZM2G106344	turquoise
GRMZM2G106401	red
GRMZM2G106408	red
GRMZM2G106427	red
GRMZM2G106479	blue
GRMZM2G106526	purple
GRMZM2G106548	turquoise
GRMZM2G106702	turquoise
GRMZM2G106730	yellow
GRMZM2G106732	yellow
GRMZM2G106781	tan
GRMZM2G106792	blue
GRMZM2G106798	grey
GRMZM2G106906	brown
GRMZM2G106931	salmon
GRMZM2G106945	brown
GRMZM2G107003	red
GRMZM2G107065	turquoise
GRMZM2G107076	lightcyan
GRMZM2G107114	black
GRMZM2G107163	blue
GRMZM2G107196	blue
GRMZM2G107414	lightcyan
GRMZM2G107532	green
GRMZM2G107540	black
GRMZM2G107562	brown
GRMZM2G107597	green
GRMZM2G107711	green
GRMZM2G107851	greenyellow
GRMZM2G108032	turquoise
GRMZM2G108125	tan
GRMZM2G108138	yellow
GRMZM2G108144	turquoise
GRMZM2G108153	turquoise
GRMZM2G108159	blue
GRMZM2G108166	blue
GRMZM2G108228	lightcyan
GRMZM2G108273	green
GRMZM2G108285	tan
GRMZM2G108364	yellow
GRMZM2G108457	turquoise
GRMZM2G108477	blue
GRMZM2G108523	turquoise
GRMZM2G108530	turquoise
GRMZM2G108600	turquoise
GRMZM2G108714	blue
GRMZM2G108766	turquoise
GRMZM2G108767	greenyellow
GRMZM2G108861	brown
GRMZM2G108865	turquoise
GRMZM2G108991	turquoise
GRMZM2G109056	magenta
GRMZM2G109070	turquoise
GRMZM2G109130	pink
GRMZM2G109140	brown
GRMZM2G109175	turquoise
GRMZM2G109348	turquoise
GRMZM2G109354	blue
GRMZM2G109399	blue
GRMZM2G109405	blue
GRMZM2G109547	turquoise
GRMZM2G109595	blue
GRMZM2G109638	salmon
GRMZM2G109668	brown
GRMZM2G109674	turquoise
GRMZM2G109680	black
GRMZM2G109814	turquoise
GRMZM2G109865	turquoise
GRMZM2G109869	pink
GRMZM2G109879	purple
GRMZM2G110004	blue
GRMZM2G110023	turquoise
GRMZM2G110027	turquoise
GRMZM2G110044	red
GRMZM2G110063	turquoise
GRMZM2G110107	purple
GRMZM2G110109	blue
GRMZM2G110145	black
GRMZM2G110236	blue
GRMZM2G110279	red
GRMZM2G110295	brown
GRMZM2G110309	lightcyan
GRMZM2G110369	pink
GRMZM2G110412	turquoise
GRMZM2G110473	green
GRMZM2G110504	turquoise
GRMZM2G110567	pink
GRMZM2G110579	turquoise
GRMZM2G110587	yellow
GRMZM2G110681	turquoise
GRMZM2G110735	red
GRMZM2G110834	red
GRMZM2G110843	brown
GRMZM2G110881	brown
GRMZM2G110885	blue
GRMZM2G110897	yellow
GRMZM2G110913	turquoise
GRMZM2G110922	turquoise
GRMZM2G110952	brown
GRMZM2G110988	pink
GRMZM2G110997	magenta
GRMZM2G111022	brown
GRMZM2G111045	black
GRMZM2G111146	turquoise
GRMZM2G111164	turquoise
GRMZM2G111172	brown
GRMZM2G111319	black
GRMZM2G111436	turquoise
GRMZM2G111521	blue
GRMZM2G111529	turquoise
GRMZM2G111666	turquoise
GRMZM2G111672	blue
GRMZM2G111715	turquoise
GRMZM2G111731	green
GRMZM2G111760	greenyellow
GRMZM2G111922	turquoise
GRMZM2G111998	black
GRMZM2G112057	turquoise
GRMZM2G112210	red
GRMZM2G112284	blue
GRMZM2G112456	red
GRMZM2G112629	black
GRMZM2G112656	turquoise
GRMZM2G112681	turquoise
GRMZM2G112830	lightcyan
GRMZM2G112839	tan
GRMZM2G112894	turquoise
GRMZM2G112912	brown
GRMZM2G112954	midnightblue
GRMZM2G113002	brown
GRMZM2G113052	turquoise
GRMZM2G113056	blue
GRMZM2G113073	green
GRMZM2G113096	turquoise
GRMZM2G113098	magenta
GRMZM2G113159	blue
GRMZM2G113167	turquoise
GRMZM2G113177	turquoise
GRMZM2G113203	tan
GRMZM2G113229	green
GRMZM2G113252	turquoise
GRMZM2G113325	blue
GRMZM2G113332	red
GRMZM2G113349	turquoise
GRMZM2G113364	blue
GRMZM2G113401	brown
GRMZM2G113453	purple
GRMZM2G113537	blue
GRMZM2G113549	turquoise
GRMZM2G113655	purple
GRMZM2G113668	red
GRMZM2G113720	brown
GRMZM2G113761	green
GRMZM2G113779	turquoise
GRMZM2G113863	pink
GRMZM2G113866	turquoise
GRMZM2G113888	turquoise
GRMZM2G113928	blue
GRMZM2G114008	pink
GRMZM2G114057	pink
GRMZM2G114061	turquoise
GRMZM2G114137	turquoise
GRMZM2G114140	turquoise
GRMZM2G114184	greenyellow
GRMZM2G114192	blue
GRMZM2G114325	turquoise
GRMZM2G114444	salmon
GRMZM2G114469	salmon
GRMZM2G114552	red
GRMZM2G114575	blue
GRMZM2G114619	brown
GRMZM2G114672	yellow
GRMZM2G114739	blue
GRMZM2G114775	brown
GRMZM2G114793	purple
GRMZM2G114816	brown
GRMZM2G114893	turquoise
GRMZM2G114899	blue
GRMZM2G114930	brown
GRMZM2G114998	turquoise
GRMZM2G115000	brown
GRMZM2G115047	yellow
GRMZM2G115065	blue
GRMZM2G115131	turquoise
GRMZM2G115152	blue
GRMZM2G115260	blue
GRMZM2G115329	turquoise
GRMZM2G115357	turquoise
GRMZM2G115372	turquoise
GRMZM2G115395	blue
GRMZM2G115420	magenta
GRMZM2G115491	red
GRMZM2G115504	greenyellow
GRMZM2G115516	pink
GRMZM2G115518	black
GRMZM2G115660	turquoise
GRMZM2G115698	yellow
GRMZM2G115724	salmon
GRMZM2G115772	blue
GRMZM2G115812	brown
GRMZM2G115825	purple
GRMZM2G115839	tan
GRMZM2G115925	purple
GRMZM2G115960	turquoise
GRMZM2G116029	turquoise
GRMZM2G116034	yellow
GRMZM2G116079	turquoise
GRMZM2G116167	green
GRMZM2G116185	green
GRMZM2G116238	grey
GRMZM2G116491	green
GRMZM2G116542	blue
GRMZM2G116586	blue
GRMZM2G116614	tan
GRMZM2G116620	brown
GRMZM2G116646	turquoise
GRMZM2G116658	magenta
GRMZM2G116670	turquoise
GRMZM2G116831	blue
GRMZM2G116885	green
GRMZM2G117030	brown
GRMZM2G117193	turquoise
GRMZM2G117300	purple
GRMZM2G117344	turquoise
GRMZM2G117357	blue
GRMZM2G117405	red
GRMZM2G117441	blue
GRMZM2G117513	brown
GRMZM2G117558	turquoise
GRMZM2G117612	blue
GRMZM2G117614	turquoise
GRMZM2G117707	lightcyan
GRMZM2G117746	purple
GRMZM2G117849	blue
GRMZM2G117854	turquoise
GRMZM2G117956	red
GRMZM2G118022	green
GRMZM2G118058	blue
GRMZM2G118063	black
GRMZM2G118078	cyan
GRMZM2G118172	grey
GRMZM2G118243	pink
GRMZM2G118250	black
GRMZM2G118295	yellow
GRMZM2G118345	lightcyan
GRMZM2G118355	brown
GRMZM2G118363	purple
GRMZM2G118403	red
GRMZM2G118433	blue
GRMZM2G118441	brown
GRMZM2G118490	green
GRMZM2G118497	grey
GRMZM2G118636	yellow
GRMZM2G118693	salmon
GRMZM2G118731	red
GRMZM2G118825	brown
GRMZM2G119081	yellow
GRMZM2G119219	turquoise
GRMZM2G119246	turquoise
GRMZM2G119252	turquoise
GRMZM2G119287	brown
GRMZM2G119471	turquoise
GRMZM2G119482	yellow
GRMZM2G119496	turquoise
GRMZM2G119499	turquoise
GRMZM2G119516	yellow
GRMZM2G119517	turquoise
GRMZM2G119623	green
GRMZM2G119650	turquoise
GRMZM2G119689	turquoise
GRMZM2G119759	brown
GRMZM2G119766	magenta
GRMZM2G119802	turquoise
GRMZM2G119809	black
GRMZM2G119930	purple
GRMZM2G120047	brown
GRMZM2G120085	brown
GRMZM2G120151	tan
GRMZM2G120175	blue
GRMZM2G120304	turquoise
GRMZM2G120408	purple
GRMZM2G120539	blue
GRMZM2G120657	turquoise
GRMZM2G120814	brown
GRMZM2G120868	brown
GRMZM2G121034	red
GRMZM2G121075	brown
GRMZM2G121151	pink
GRMZM2G121200	yellow
GRMZM2G121221	black
GRMZM2G121223	yellow
GRMZM2G121229	salmon
GRMZM2G121293	turquoise
GRMZM2G121303	blue
GRMZM2G121309	turquoise
GRMZM2G121312	magenta
GRMZM2G121360	pink
GRMZM2G121525	blue
GRMZM2G121621	purple
GRMZM2G121649	green
GRMZM2G121868	brown
GRMZM2G122116	turquoise
GRMZM2G122187	turquoise
GRMZM2G122199	yellow
GRMZM2G122239	green
GRMZM2G122251	turquoise
GRMZM2G122274	blue
GRMZM2G122277	brown
GRMZM2G122296	lightcyan
GRMZM2G122302	turquoise
GRMZM2G122337	turquoise
GRMZM2G122437	brown
GRMZM2G122447	green
GRMZM2G122476	brown
GRMZM2G122520	black
GRMZM2G122537	green
GRMZM2G122715	turquoise
GRMZM2G122757	blue
GRMZM2G122848	green
GRMZM2G122897	black
GRMZM2G122937	turquoise
GRMZM2G122965	turquoise
GRMZM2G123029	green
GRMZM2G123094	turquoise
GRMZM2G123140	black
GRMZM2G123204	turquoise
GRMZM2G123308	turquoise
GRMZM2G123355	turquoise
GRMZM2G123373	turquoise
GRMZM2G123387	turquoise
GRMZM2G123407	turquoise
GRMZM2G123459	turquoise
GRMZM2G123486	pink
GRMZM2G123497	purple
GRMZM2G123541	red
GRMZM2G123585	black
GRMZM2G123714	red
GRMZM2G123732	yellow
GRMZM2G123815	blue
GRMZM2G123831	brown
GRMZM2G123887	yellow
GRMZM2G123896	turquoise
GRMZM2G123900	turquoise
GRMZM2G123922	yellow
GRMZM2G123940	brown
GRMZM2G123977	blue
GRMZM2G124026	purple
GRMZM2G124028	blue
GRMZM2G124047	blue
GRMZM2G124066	pink
GRMZM2G124103	turquoise
GRMZM2G124374	midnightblue
GRMZM2G124409	brown
GRMZM2G124416	blue
GRMZM2G124434	yellow
GRMZM2G124502	purple
GRMZM2G124524	turquoise
GRMZM2G124530	black
GRMZM2G124566	grey
GRMZM2G124567	turquoise
GRMZM2G124576	purple
GRMZM2G124744	turquoise
GRMZM2G124863	turquoise
GRMZM2G124918	yellow
GRMZM2G124963	red
GRMZM2G125034	pink
GRMZM2G125037	pink
GRMZM2G125054	turquoise
GRMZM2G125072	blue
GRMZM2G125081	brown
GRMZM2G125239	yellow
GRMZM2G125241	turquoise
GRMZM2G125243	blue
GRMZM2G125268	turquoise
GRMZM2G125294	yellow
GRMZM2G125352	purple
GRMZM2G125522	red
GRMZM2G125531	blue
GRMZM2G125544	blue
GRMZM2G125648	brown
GRMZM2G125649	magenta
GRMZM2G125812	grey
GRMZM2G125813	greenyellow
GRMZM2G125832	green
GRMZM2G125850	turquoise
GRMZM2G125918	turquoise
GRMZM2G125935	brown
GRMZM2G125976	pink
GRMZM2G125991	greenyellow
GRMZM2G126018	green
GRMZM2G126069	turquoise
GRMZM2G126199	greenyellow
GRMZM2G126239	turquoise
GRMZM2G126371	blue
GRMZM2G126386	blue
GRMZM2G126397	black
GRMZM2G126413	pink
GRMZM2G126471	brown
GRMZM2G126481	blue
GRMZM2G126505	turquoise
GRMZM2G126507	red
GRMZM2G126566	tan
GRMZM2G126595	brown
GRMZM2G126601	lightcyan
GRMZM2G126646	magenta
GRMZM2G126652	turquoise
GRMZM2G126664	magenta
GRMZM2G126665	yellow
GRMZM2G126682	magenta
GRMZM2G126732	red
GRMZM2G126749	blue
GRMZM2G126763	turquoise
GRMZM2G126765	tan
GRMZM2G126781	turquoise
GRMZM2G126808	turquoise
GRMZM2G126865	yellow
GRMZM2G126900	red
GRMZM2G126956	turquoise
GRMZM2G126972	turquoise
GRMZM2G126975	turquoise
GRMZM2G127050	yellow
GRMZM2G127072	pink
GRMZM2G127123	green
GRMZM2G127173	midnightblue
GRMZM2G127180	brown
GRMZM2G127230	turquoise
GRMZM2G127251	greenyellow
GRMZM2G127308	black
GRMZM2G127309	pink
GRMZM2G127350	blue
GRMZM2G127374	turquoise
GRMZM2G127375	brown
GRMZM2G127396	blue
GRMZM2G127404	pink
GRMZM2G127416	turquoise
GRMZM2G127431	turquoise
GRMZM2G127537	brown
GRMZM2G127548	blue
GRMZM2G127635	magenta
GRMZM2G127648	black
GRMZM2G127695	tan
GRMZM2G127776	tan
GRMZM2G127821	grey
GRMZM2G127853	green
GRMZM2G127949	black
GRMZM2G127963	salmon
GRMZM2G128012	purple
GRMZM2G128080	yellow
GRMZM2G128131	turquoise
GRMZM2G128212	green
GRMZM2G128322	turquoise
GRMZM2G128358	brown
GRMZM2G128421	turquoise
GRMZM2G128454	blue
GRMZM2G128491	red
GRMZM2G128515	turquoise
GRMZM2G128518	green
GRMZM2G128551	turquoise
GRMZM2G128560	greenyellow
GRMZM2G128564	brown
GRMZM2G128577	turquoise
GRMZM2G128644	turquoise
GRMZM2G128651	brown
GRMZM2G128658	purple
GRMZM2G128807	turquoise
GRMZM2G128863	brown
GRMZM2G128880	yellow
GRMZM2G128934	yellow
GRMZM2G128935	greenyellow
GRMZM2G128938	blue
GRMZM2G128986	green
GRMZM2G129015	brown
GRMZM2G129019	turquoise
GRMZM2G129065	yellow
GRMZM2G129083	purple
GRMZM2G129108	cyan
GRMZM2G129118	blue
GRMZM2G129147	turquoise
GRMZM2G129166	lightcyan
GRMZM2G129261	turquoise
GRMZM2G129266	greenyellow
GRMZM2G129291	brown
GRMZM2G129302	red
GRMZM2G129357	turquoise
GRMZM2G129405	brown
GRMZM2G129413	turquoise
GRMZM2G129513	turquoise
GRMZM2G129540	turquoise
GRMZM2G129585	black
GRMZM2G129642	greenyellow
GRMZM2G129646	turquoise
GRMZM2G129865	lightcyan
GRMZM2G129947	turquoise
GRMZM2G129954	green
GRMZM2G130002	blue
GRMZM2G130018	turquoise
GRMZM2G130034	turquoise
GRMZM2G130052	blue
GRMZM2G130055	brown
GRMZM2G130057	purple
GRMZM2G130079	brown
GRMZM2G130109	green
GRMZM2G130121	turquoise
GRMZM2G130149	red
GRMZM2G130232	red
GRMZM2G130287	yellow
GRMZM2G130302	turquoise
GRMZM2G130314	lightcyan
GRMZM2G130333	turquoise
GRMZM2G130354	turquoise
GRMZM2G130356	turquoise
GRMZM2G130358	turquoise
GRMZM2G130442	black
GRMZM2G130505	turquoise
GRMZM2G130625	brown
GRMZM2G130724	blue
GRMZM2G130749	purple
GRMZM2G130910	blue
GRMZM2G130927	blue
GRMZM2G130943	turquoise
GRMZM2G131104	red
GRMZM2G131155	black
GRMZM2G131165	green
GRMZM2G131205	turquoise
GRMZM2G131280	cyan
GRMZM2G131286	turquoise
GRMZM2G131332	turquoise
GRMZM2G131340	red
GRMZM2G131409	greenyellow
GRMZM2G131516	magenta
GRMZM2G131609	red
GRMZM2G131611	turquoise
GRMZM2G131650	magenta
GRMZM2G131708	grey
GRMZM2G131727	black
GRMZM2G131733	blue
GRMZM2G131749	red
GRMZM2G131756	turquoise
GRMZM2G131820	yellow
GRMZM2G131822	magenta
GRMZM2G131912	green
GRMZM2G131988	yellow
GRMZM2G132077	turquoise
GRMZM2G132082	blue
GRMZM2G132121	brown
GRMZM2G132154	red
GRMZM2G132185	pink
GRMZM2G132251	red
GRMZM2G132367	magenta
GRMZM2G132450	lightcyan
GRMZM2G132465	yellow
GRMZM2G132478	pink
GRMZM2G132486	turquoise
GRMZM2G132547	purple
GRMZM2G132682	turquoise
GRMZM2G132740	yellow
GRMZM2G132794	turquoise
GRMZM2G132862	brown
GRMZM2G132866	grey
GRMZM2G132880	turquoise
GRMZM2G132886	turquoise
GRMZM2G132913	turquoise
GRMZM2G132995	greenyellow
GRMZM2G133018	turquoise
GRMZM2G133053	greenyellow
GRMZM2G133055	purple
GRMZM2G133146	turquoise
GRMZM2G133226	yellow
GRMZM2G133282	turquoise
GRMZM2G133291	pink
GRMZM2G133311	green
GRMZM2G133394	turquoise
GRMZM2G133400	turquoise
GRMZM2G133413	black
GRMZM2G133421	yellow
GRMZM2G133430	pink
GRMZM2G133483	brown
GRMZM2G133558	magenta
GRMZM2G133621	yellow
GRMZM2G133629	cyan
GRMZM2G133653	green
GRMZM2G133684	turquoise
GRMZM2G133746	cyan
GRMZM2G133781	greenyellow
GRMZM2G133806	pink
GRMZM2G133838	brown
GRMZM2G133844	turquoise
GRMZM2G133900	turquoise
GRMZM2G133999	brown
GRMZM2G134054	green
GRMZM2G134109	brown
GRMZM2G134113	black
GRMZM2G134334	salmon
GRMZM2G134367	yellow
GRMZM2G134382	magenta
GRMZM2G134430	purple
GRMZM2G134450	blue
GRMZM2G134476	pink
GRMZM2G134497	green
GRMZM2G134545	red
GRMZM2G134604	red
GRMZM2G134628	blue
GRMZM2G134671	blue
GRMZM2G134703	turquoise
GRMZM2G134716	blue
GRMZM2G134724	black
GRMZM2G134797	turquoise
GRMZM2G134857	cyan
GRMZM2G134863	turquoise
GRMZM2G134903	turquoise
GRMZM2G134917	black
GRMZM2G134951	blue
GRMZM2G135013	blue
GRMZM2G135019	tan
GRMZM2G135044	turquoise
GRMZM2G135050	tan
GRMZM2G135073	turquoise
GRMZM2G135091	red
GRMZM2G135108	greenyellow
GRMZM2G135132	turquoise
GRMZM2G135192	green
GRMZM2G135195	blue
GRMZM2G135244	pink
GRMZM2G135277	green
GRMZM2G135381	pink
GRMZM2G135452	green
GRMZM2G135470	turquoise
GRMZM2G135476	yellow
GRMZM2G135501	blue
GRMZM2G135599	yellow
GRMZM2G135770	greenyellow
GRMZM2G135816	cyan
GRMZM2G135849	brown
GRMZM2G135960	blue
GRMZM2G136081	pink
GRMZM2G136106	red
GRMZM2G136158	red
GRMZM2G136262	brown
GRMZM2G136293	blue
GRMZM2G136300	green
GRMZM2G136353	turquoise
GRMZM2G136364	turquoise
GRMZM2G136389	blue
GRMZM2G136453	turquoise
GRMZM2G136513	brown
GRMZM2G136525	turquoise
GRMZM2G136534	turquoise
GRMZM2G136622	turquoise
GRMZM2G136635	magenta
GRMZM2G136687	pink
GRMZM2G136765	yellow
GRMZM2G136831	pink
GRMZM2G136895	magenta
GRMZM2G136921	turquoise
GRMZM2G137029	midnightblue
GRMZM2G137120	turquoise
GRMZM2G137151	turquoise
GRMZM2G137161	turquoise
GRMZM2G137211	pink
GRMZM2G137286	blue
GRMZM2G137329	green
GRMZM2G137366	grey
GRMZM2G137374	greenyellow
GRMZM2G137409	turquoise
GRMZM2G137510	green
GRMZM2G137541	pink
GRMZM2G137558	blue
GRMZM2G137596	yellow
GRMZM2G137715	pink
GRMZM2G137864	red
GRMZM2G138060	turquoise
GRMZM2G138074	pink
GRMZM2G138128	purple
GRMZM2G138268	tan
GRMZM2G138338	turquoise
GRMZM2G138349	tan
GRMZM2G138355	green
GRMZM2G138423	midnightblue
GRMZM2G138566	midnightblue
GRMZM2G138589	turquoise
GRMZM2G138752	brown
GRMZM2G138943	turquoise
GRMZM2G138976	blue
GRMZM2G139029	turquoise
GRMZM2G139066	blue
GRMZM2G139093	turquoise
GRMZM2G139175	green
GRMZM2G139193	turquoise
GRMZM2G139300	greenyellow
GRMZM2G139324	blue
GRMZM2G139328	yellow
GRMZM2G139407	yellow
GRMZM2G139462	blue
GRMZM2G139463	blue
GRMZM2G139574	yellow
GRMZM2G139688	green
GRMZM2G139803	turquoise
GRMZM2G139874	tan
GRMZM2G139880	yellow
GRMZM2G139963	magenta
GRMZM2G140011	blue
GRMZM2G140082	salmon
GRMZM2G140160	brown
