gene_id	colors
GRMZM2G042889	yellow
GRMZM2G042893	turquoise
GRMZM2G042895	grey
GRMZM2G042897	salmon
GRMZM2G043075	turquoise
GRMZM2G043212	turquoise
GRMZM2G043226	blue
GRMZM2G043279	brown
GRMZM2G043291	turquoise
GRMZM2G043295	turquoise
GRMZM2G043300	turquoise
GRMZM2G043338	yellow
GRMZM2G043453	blue
GRMZM2G043484	blue
GRMZM2G043489	blue
GRMZM2G043493	turquoise
GRMZM2G043500	salmon
GRMZM2G043584	blue
GRMZM2G043749	salmon
GRMZM2G043799	green
GRMZM2G043854	turquoise
GRMZM2G043862	yellow
GRMZM2G043887	tan
GRMZM2G043932	turquoise
GRMZM2G043943	turquoise
GRMZM2G044038	yellow
GRMZM2G044055	brown
GRMZM2G044100	brown
GRMZM2G044104	red
GRMZM2G044265	brown
GRMZM2G044337	turquoise
GRMZM2G044382	red
GRMZM2G044383	turquoise
GRMZM2G044398	yellow
GRMZM2G044457	purple
GRMZM2G044498	blue
GRMZM2G044512	grey
GRMZM2G044557	yellow
GRMZM2G044629	turquoise
GRMZM2G044697	turquoise
GRMZM2G044724	brown
GRMZM2G044800	brown
GRMZM2G044819	blue
GRMZM2G044851	tan
GRMZM2G044992	turquoise
GRMZM2G045005	brown
GRMZM2G045098	turquoise
GRMZM2G045109	black
GRMZM2G045117	turquoise
GRMZM2G045154	turquoise
GRMZM2G045188	turquoise
GRMZM2G045243	pink
GRMZM2G045275	midnightblue
GRMZM2G045286	blue
GRMZM2G045287	red
GRMZM2G045401	blue
GRMZM2G045467	blue
GRMZM2G045596	turquoise
GRMZM2G045664	turquoise
GRMZM2G045678	red
GRMZM2G045714	blue
GRMZM2G045716	yellow
GRMZM2G045781	black
GRMZM2G045849	turquoise
GRMZM2G045883	turquoise
GRMZM2G045971	black
GRMZM2G045977	tan
GRMZM2G045981	pink
GRMZM2G046024	turquoise
GRMZM2G046058	blue
GRMZM2G046061	turquoise
GRMZM2G046070	pink
GRMZM2G046201	magenta
GRMZM2G046274	blue
GRMZM2G046288	blue
GRMZM2G046293	blue
GRMZM2G046297	turquoise
GRMZM2G046353	magenta
GRMZM2G046382	blue
GRMZM2G046407	blue
GRMZM2G046458	pink
GRMZM2G046474	green
GRMZM2G046480	turquoise
GRMZM2G046537	turquoise
GRMZM2G046587	turquoise
GRMZM2G046618	turquoise
GRMZM2G046681	blue
GRMZM2G046729	red
GRMZM2G046782	turquoise
GRMZM2G046966	turquoise
GRMZM2G047002	turquoise
GRMZM2G047167	yellow
GRMZM2G047187	turquoise
GRMZM2G047219	blue
GRMZM2G047238	purple
GRMZM2G047255	red
GRMZM2G047384	green
GRMZM2G047422	turquoise
GRMZM2G047431	blue
GRMZM2G047456	brown
GRMZM2G047613	tan
GRMZM2G047626	red
GRMZM2G047637	magenta
GRMZM2G047677	turquoise
GRMZM2G047681	yellow
GRMZM2G047720	turquoise
GRMZM2G047727	brown
GRMZM2G047732	brown
GRMZM2G047759	green
GRMZM2G047781	blue
GRMZM2G047894	purple
GRMZM2G047924	turquoise
GRMZM2G047954	turquoise
GRMZM2G047971	brown
GRMZM2G048022	black
GRMZM2G048140	green
GRMZM2G048205	turquoise
GRMZM2G048210	turquoise
GRMZM2G048281	pink
GRMZM2G048324	blue
GRMZM2G048520	brown
GRMZM2G048549	turquoise
GRMZM2G048551	greenyellow
GRMZM2G048561	blue
GRMZM2G048582	blue
GRMZM2G048616	blue
GRMZM2G048651	yellow
GRMZM2G048733	turquoise
GRMZM2G048793	brown
GRMZM2G048806	turquoise
GRMZM2G048846	brown
GRMZM2G048919	turquoise
GRMZM2G049141	blue
GRMZM2G049151	turquoise
GRMZM2G049159	turquoise
GRMZM2G049185	blue
GRMZM2G049216	turquoise
GRMZM2G049340	blue
GRMZM2G049342	yellow
GRMZM2G049364	blue
GRMZM2G049373	green
GRMZM2G049422	turquoise
GRMZM2G049541	magenta
GRMZM2G049549	lightcyan
GRMZM2G049675	magenta
GRMZM2G049681	turquoise
GRMZM2G049766	purple
GRMZM2G049785	turquoise
GRMZM2G049790	turquoise
GRMZM2G049895	pink
GRMZM2G049902	brown
GRMZM2G049915	brown
GRMZM2G050080	green
GRMZM2G050137	green
GRMZM2G050305	yellow
GRMZM2G050307	turquoise
GRMZM2G050329	blue
GRMZM2G050399	cyan
GRMZM2G050412	turquoise
GRMZM2G050460	brown
GRMZM2G050501	yellow
GRMZM2G050512	cyan
GRMZM2G050514	tan
GRMZM2G050548	yellow
GRMZM2G050550	magenta
GRMZM2G050556	red
GRMZM2G050570	blue
GRMZM2G050730	red
GRMZM2G050803	brown
GRMZM2G050842	cyan
GRMZM2G050890	turquoise
GRMZM2G050933	pink
GRMZM2G050984	purple
GRMZM2G051005	turquoise
GRMZM2G051012	brown
GRMZM2G051050	green
GRMZM2G051059	turquoise
GRMZM2G051138	yellow
GRMZM2G051247	turquoise
GRMZM2G051256	pink
GRMZM2G051374	yellow
GRMZM2G051522	greenyellow
GRMZM2G051528	blue
GRMZM2G051541	green
GRMZM2G051630	grey
GRMZM2G051677	black
GRMZM2G051689	grey
GRMZM2G051721	brown
GRMZM2G051792	yellow
GRMZM2G051793	blue
GRMZM2G051806	tan
GRMZM2G051842	turquoise
GRMZM2G051915	blue
GRMZM2G051949	greenyellow
GRMZM2G051952	tan
GRMZM2G052102	pink
GRMZM2G052111	turquoise
GRMZM2G052129	salmon
GRMZM2G052132	blue
GRMZM2G052142	purple
GRMZM2G052206	black
GRMZM2G052233	grey
GRMZM2G052266	turquoise
GRMZM2G052296	yellow
GRMZM2G052357	red
GRMZM2G052365	turquoise
GRMZM2G052389	brown
GRMZM2G052422	turquoise
GRMZM2G052423	red
GRMZM2G052434	red
GRMZM2G052467	turquoise
GRMZM2G052476	turquoise
GRMZM2G052507	red
GRMZM2G052509	turquoise
GRMZM2G052544	turquoise
GRMZM2G052581	brown
GRMZM2G052610	turquoise
GRMZM2G052658	cyan
GRMZM2G052844	turquoise
GRMZM2G052869	red
GRMZM2G052893	midnightblue
GRMZM2G052902	red
GRMZM2G053004	blue
GRMZM2G053140	blue
GRMZM2G053170	blue
GRMZM2G053252	brown
GRMZM2G053298	turquoise
GRMZM2G053303	blue
GRMZM2G053315	turquoise
GRMZM2G053338	blue
GRMZM2G053466	pink
GRMZM2G053511	green
GRMZM2G053627	green
GRMZM2G053707	turquoise
GRMZM2G053720	red
GRMZM2G053764	lightcyan
GRMZM2G053779	green
GRMZM2G053801	blue
GRMZM2G053977	magenta
GRMZM2G053987	blue
GRMZM2G054012	brown
GRMZM2G054032	brown
GRMZM2G054115	turquoise
GRMZM2G054120	turquoise
GRMZM2G054123	tan
GRMZM2G054211	turquoise
GRMZM2G054224	turquoise
GRMZM2G054233	yellow
GRMZM2G054509	green
GRMZM2G054706	purple
GRMZM2G054713	turquoise
GRMZM2G054795	tan
GRMZM2G054803	green
GRMZM2G054805	blue
GRMZM2G054807	red
GRMZM2G054936	pink
GRMZM2G054969	green
GRMZM2G055000	grey
GRMZM2G055052	yellow
GRMZM2G055135	lightcyan
GRMZM2G055158	turquoise
GRMZM2G055204	brown
GRMZM2G055243	yellow
GRMZM2G055257	black
GRMZM2G055273	magenta
GRMZM2G055334	pink
GRMZM2G055386	brown
GRMZM2G055404	green
GRMZM2G055420	blue
GRMZM2G055450	turquoise
GRMZM2G055585	cyan
GRMZM2G055717	turquoise
GRMZM2G055724	brown
GRMZM2G055898	turquoise
GRMZM2G055936	brown
GRMZM2G055999	purple
GRMZM2G056014	green
GRMZM2G056039	brown
GRMZM2G056068	turquoise
GRMZM2G056120	turquoise
GRMZM2G056143	cyan
GRMZM2G056166	blue
GRMZM2G056231	brown
GRMZM2G056236	green
GRMZM2G056303	green
GRMZM2G056350	yellow
GRMZM2G056407	pink
GRMZM2G056424	turquoise
GRMZM2G056526	magenta
GRMZM2G056572	yellow
GRMZM2G056573	purple
GRMZM2G056608	grey
GRMZM2G056629	turquoise
GRMZM2G056661	blue
GRMZM2G056889	turquoise
GRMZM2G057075	blue
GRMZM2G057086	pink
GRMZM2G057159	turquoise
GRMZM2G057243	blue
GRMZM2G057281	turquoise
GRMZM2G057283	turquoise
GRMZM2G057301	blue
GRMZM2G057352	green
GRMZM2G057365	red
GRMZM2G057380	blue
GRMZM2G057402	blue
GRMZM2G057412	yellow
GRMZM2G057509	midnightblue
GRMZM2G057608	brown
GRMZM2G057616	turquoise
GRMZM2G057635	green
GRMZM2G057652	red
GRMZM2G057789	turquoise
GRMZM2G057820	blue
GRMZM2G057829	blue
GRMZM2G057848	yellow
GRMZM2G057907	turquoise
GRMZM2G057959	red
GRMZM2G057983	green
GRMZM2G058021	blue
GRMZM2G058026	green
GRMZM2G058032	green
GRMZM2G058098	blue
GRMZM2G058133	midnightblue
GRMZM2G058197	brown
GRMZM2G058314	midnightblue
GRMZM2G058358	turquoise
GRMZM2G058394	turquoise
GRMZM2G058398	turquoise
GRMZM2G058441	pink
GRMZM2G058450	turquoise
GRMZM2G058481	blue
GRMZM2G058518	turquoise
GRMZM2G058528	turquoise
GRMZM2G058588	green
GRMZM2G058641	blue
GRMZM2G058675	turquoise
GRMZM2G058754	purple
GRMZM2G059037	turquoise
GRMZM2G059083	blue
GRMZM2G059102	brown
GRMZM2G059117	turquoise
GRMZM2G059129	turquoise
GRMZM2G059212	blue
GRMZM2G059252	turquoise
GRMZM2G059308	magenta
GRMZM2G059314	red
GRMZM2G059392	magenta
GRMZM2G059432	purple
GRMZM2G059496	green
GRMZM2G059544	turquoise
GRMZM2G059622	turquoise
GRMZM2G059634	turquoise
GRMZM2G059703	blue
GRMZM2G059706	turquoise
GRMZM2G059753	blue
GRMZM2G059799	green
GRMZM2G059851	yellow
GRMZM2G059891	blue
GRMZM2G059958	yellow
GRMZM2G059964	turquoise
GRMZM2G060045	blue
GRMZM2G060079	turquoise
GRMZM2G060148	turquoise
GRMZM2G060163	brown
GRMZM2G060167	lightcyan
GRMZM2G060194	brown
GRMZM2G060216	pink
GRMZM2G060265	turquoise
GRMZM2G060276	brown
GRMZM2G060349	salmon
GRMZM2G060369	tan
GRMZM2G060485	turquoise
GRMZM2G060659	turquoise
GRMZM2G060723	pink
GRMZM2G060727	yellow
GRMZM2G060742	turquoise
GRMZM2G060762	cyan
GRMZM2G060798	blue
GRMZM2G060800	turquoise
GRMZM2G060811	turquoise
GRMZM2G060824	yellow
GRMZM2G060837	purple
GRMZM2G060842	blue
GRMZM2G060919	green
GRMZM2G060943	pink
GRMZM2G060947	red
GRMZM2G060993	blue
GRMZM2G061135	yellow
GRMZM2G061314	turquoise
GRMZM2G061469	red
GRMZM2G061487	yellow
GRMZM2G061492	blue
GRMZM2G061537	blue
GRMZM2G061568	red
GRMZM2G061578	green
GRMZM2G061655	turquoise
GRMZM2G061734	black
GRMZM2G061758	turquoise
GRMZM2G061777	cyan
GRMZM2G061791	salmon
GRMZM2G061906	turquoise
GRMZM2G061910	turquoise
GRMZM2G061950	red
GRMZM2G061963	turquoise
GRMZM2G062009	yellow
GRMZM2G062151	brown
GRMZM2G062156	turquoise
GRMZM2G062357	brown
GRMZM2G062377	brown
GRMZM2G062390	black
GRMZM2G062394	black
GRMZM2G062476	turquoise
GRMZM2G062481	brown
GRMZM2G062495	turquoise
GRMZM2G062504	pink
GRMZM2G062577	pink
GRMZM2G062618	turquoise
GRMZM2G062673	turquoise
GRMZM2G062718	pink
GRMZM2G062724	green
GRMZM2G062761	green
GRMZM2G062788	turquoise
GRMZM2G063042	blue
GRMZM2G063048	blue
GRMZM2G063244	brown
GRMZM2G063276	tan
GRMZM2G063342	turquoise
GRMZM2G063426	red
GRMZM2G063503	brown
GRMZM2G063603	blue
GRMZM2G063657	green
GRMZM2G063688	brown
GRMZM2G063756	turquoise
GRMZM2G063765	turquoise
GRMZM2G063882	turquoise
GRMZM2G063897	black
GRMZM2G063909	tan
GRMZM2G063949	brown
GRMZM2G063961	lightcyan
GRMZM2G063975	turquoise
GRMZM2G064001	salmon
GRMZM2G064023	purple
GRMZM2G064159	turquoise
GRMZM2G064202	turquoise
GRMZM2G064386	blue
GRMZM2G064462	blue
GRMZM2G064503	brown
GRMZM2G064541	blue
GRMZM2G064547	turquoise
GRMZM2G064605	turquoise
GRMZM2G064638	black
GRMZM2G064640	brown
GRMZM2G064657	turquoise
GRMZM2G064663	turquoise
GRMZM2G064818	tan
GRMZM2G064831	grey
GRMZM2G064852	red
GRMZM2G064873	yellow
GRMZM2G064885	blue
GRMZM2G064903	magenta
GRMZM2G064905	turquoise
GRMZM2G064948	brown
GRMZM2G064954	turquoise
GRMZM2G064993	magenta
GRMZM2G065012	green
GRMZM2G065030	turquoise
GRMZM2G065073	turquoise
GRMZM2G065194	turquoise
GRMZM2G065203	black
GRMZM2G065205	turquoise
GRMZM2G065225	turquoise
GRMZM2G065244	yellow
GRMZM2G065245	black
GRMZM2G065374	pink
GRMZM2G065394	turquoise
GRMZM2G065423	turquoise
GRMZM2G065451	black
GRMZM2G065550	blue
GRMZM2G065599	yellow
GRMZM2G065612	midnightblue
GRMZM2G065641	blue
GRMZM2G065694	turquoise
GRMZM2G065899	midnightblue
GRMZM2G065953	black
GRMZM2G065956	brown
GRMZM2G066067	magenta
GRMZM2G066153	greenyellow
GRMZM2G066158	green
GRMZM2G066189	black
GRMZM2G066197	blue
GRMZM2G066213	greenyellow
GRMZM2G066219	turquoise
GRMZM2G066225	grey
GRMZM2G066274	brown
GRMZM2G066293	blue
GRMZM2G066326	turquoise
GRMZM2G066369	pink
GRMZM2G066373	salmon
GRMZM2G066460	brown
GRMZM2G066469	magenta
GRMZM2G066598	black
GRMZM2G066602	turquoise
GRMZM2G066805	brown
GRMZM2G066906	midnightblue
GRMZM2G067022	tan
GRMZM2G067053	turquoise
GRMZM2G067122	blue
GRMZM2G067156	pink
GRMZM2G067223	magenta
GRMZM2G067225	tan
GRMZM2G067235	greenyellow
GRMZM2G067242	brown
GRMZM2G067277	yellow
GRMZM2G067303	purple
GRMZM2G067373	greenyellow
GRMZM2G067456	yellow
GRMZM2G067469	brown
GRMZM2G067476	brown
GRMZM2G067546	blue
GRMZM2G067624	purple
GRMZM2G067675	blue
GRMZM2G067734	turquoise
GRMZM2G067743	red
GRMZM2G067789	yellow
GRMZM2G067830	turquoise
GRMZM2G067915	green
GRMZM2G067921	blue
GRMZM2G067943	turquoise
GRMZM2G068112	yellow
GRMZM2G068177	blue
GRMZM2G068220	turquoise
GRMZM2G068259	pink
GRMZM2G068330	red
GRMZM2G068392	lightcyan
GRMZM2G068527	blue
GRMZM2G068604	red
GRMZM2G068639	turquoise
GRMZM2G068701	blue
GRMZM2G068715	blue
GRMZM2G068943	green
GRMZM2G068947	turquoise
GRMZM2G068963	turquoise
GRMZM2G069024	turquoise
GRMZM2G069028	green
GRMZM2G069078	turquoise
GRMZM2G069095	yellow
GRMZM2G069098	black
GRMZM2G069229	brown
GRMZM2G069290	salmon
GRMZM2G069317	blue
GRMZM2G069389	turquoise
GRMZM2G069523	brown
GRMZM2G069528	turquoise
GRMZM2G069594	brown
GRMZM2G069618	yellow
GRMZM2G069649	blue
GRMZM2G069713	green
GRMZM2G069911	pink
GRMZM2G069923	pink
GRMZM2G070015	turquoise
GRMZM2G070138	green
GRMZM2G070199	brown
GRMZM2G070211	purple
GRMZM2G070255	brown
GRMZM2G070279	magenta
GRMZM2G070287	green
GRMZM2G070312	turquoise
GRMZM2G070429	blue
GRMZM2G070442	pink
GRMZM2G070500	turquoise
GRMZM2G070526	red
GRMZM2G070588	turquoise
GRMZM2G070605	turquoise
GRMZM2G070659	turquoise
GRMZM2G070702	purple
GRMZM2G070825	turquoise
GRMZM2G070865	blue
GRMZM2G070961	green
GRMZM2G071021	turquoise
GRMZM2G071042	grey
GRMZM2G071089	turquoise
GRMZM2G071100	pink
GRMZM2G071101	pink
GRMZM2G071147	black
GRMZM2G071162	cyan
GRMZM2G071272	red
GRMZM2G071274	purple
GRMZM2G071277	turquoise
GRMZM2G071339	turquoise
GRMZM2G071450	turquoise
GRMZM2G071630	turquoise
GRMZM2G071680	turquoise
GRMZM2G071685	blue
GRMZM2G071705	green
GRMZM2G071708	blue
GRMZM2G071771	turquoise
GRMZM2G071832	greenyellow
GRMZM2G071880	pink
GRMZM2G071907	magenta
GRMZM2G072029	turquoise
GRMZM2G072034	turquoise
GRMZM2G072041	turquoise
GRMZM2G072091	turquoise
GRMZM2G072117	purple
GRMZM2G072119	red
GRMZM2G072238	turquoise
GRMZM2G072240	greenyellow
GRMZM2G072280	blue
GRMZM2G072342	turquoise
GRMZM2G072578	turquoise
GRMZM2G072808	turquoise
GRMZM2G072820	green
GRMZM2G072855	brown
GRMZM2G072911	brown
GRMZM2G073044	green
GRMZM2G073054	turquoise
GRMZM2G073064	purple
GRMZM2G073079	red
GRMZM2G073310	magenta
GRMZM2G073351	turquoise
GRMZM2G073540	green
GRMZM2G073609	green
GRMZM2G073634	green
GRMZM2G073755	blue
GRMZM2G073770	turquoise
GRMZM2G073805	green
GRMZM2G073916	blue
GRMZM2G073931	blue
GRMZM2G073934	yellow
GRMZM2G074024	blue
GRMZM2G074032	turquoise
GRMZM2G074053	turquoise
GRMZM2G074091	turquoise
GRMZM2G074097	turquoise
GRMZM2G074124	turquoise
GRMZM2G074173	turquoise
GRMZM2G074193	blue
GRMZM2G074238	magenta
GRMZM2G074267	red
GRMZM2G074381	grey
GRMZM2G074427	turquoise
GRMZM2G074604	red
GRMZM2G074645	red
GRMZM2G074735	turquoise
GRMZM2G074896	turquoise
GRMZM2G074906	blue
GRMZM2G074914	brown
GRMZM2G074946	green
GRMZM2G074957	yellow
GRMZM2G074965	blue
GRMZM2G075003	brown
GRMZM2G075074	turquoise
GRMZM2G075260	brown
GRMZM2G075262	yellow
GRMZM2G075333	turquoise
GRMZM2G075496	pink
GRMZM2G075528	yellow
GRMZM2G075595	blue
GRMZM2G075651	midnightblue
GRMZM2G075710	turquoise
GRMZM2G075780	yellow
GRMZM2G075782	turquoise
GRMZM2G075794	pink
GRMZM2G075828	red
GRMZM2G075855	blue
GRMZM2G075921	turquoise
GRMZM2G075974	tan
GRMZM2G075988	green
GRMZM2G076029	turquoise
GRMZM2G076064	turquoise
GRMZM2G076225	magenta
GRMZM2G076263	turquoise
GRMZM2G076272	turquoise
GRMZM2G076337	purple
GRMZM2G076348	red
GRMZM2G076389	yellow
GRMZM2G076423	turquoise
GRMZM2G076468	lightcyan
GRMZM2G076484	grey
GRMZM2G076542	turquoise
GRMZM2G076602	green
GRMZM2G076636	green
GRMZM2G076657	midnightblue
GRMZM2G076760	blue
GRMZM2G076810	magenta
GRMZM2G076905	pink
GRMZM2G076950	cyan
GRMZM2G076963	magenta
GRMZM2G076985	magenta
GRMZM2G076987	black
GRMZM2G077034	greenyellow
GRMZM2G077127	red
GRMZM2G077131	yellow
GRMZM2G077181	greenyellow
GRMZM2G077219	red
GRMZM2G077233	blue
GRMZM2G077256	turquoise
GRMZM2G077259	red
GRMZM2G077293	blue
GRMZM2G077316	red
GRMZM2G077333	turquoise
GRMZM2G077356	brown
GRMZM2G077406	blue
GRMZM2G077458	grey
GRMZM2G077488	turquoise
GRMZM2G077546	red
GRMZM2G077632	yellow
GRMZM2G077662	yellow
GRMZM2G077673	turquoise
GRMZM2G077691	turquoise
GRMZM2G077755	red
GRMZM2G077769	brown
GRMZM2G077776	turquoise
GRMZM2G077778	blue
GRMZM2G077809	blue
GRMZM2G077858	blue
GRMZM2G077863	green
GRMZM2G077989	yellow
GRMZM2G077991	brown
GRMZM2G078022	blue
GRMZM2G078033	brown
GRMZM2G078077	tan
GRMZM2G078124	turquoise
GRMZM2G078174	brown
GRMZM2G078178	lightcyan
GRMZM2G078267	blue
GRMZM2G078269	grey
GRMZM2G078279	greenyellow
GRMZM2G078314	brown
GRMZM2G078347	turquoise
GRMZM2G078412	blue
GRMZM2G078500	brown
GRMZM2G078656	turquoise
GRMZM2G078742	brown
GRMZM2G078756	yellow
GRMZM2G078781	brown
GRMZM2G078820	greenyellow
GRMZM2G078860	blue
GRMZM2G078985	brown
GRMZM2G079031	blue
GRMZM2G079034	turquoise
GRMZM2G079080	lightcyan
GRMZM2G079109	midnightblue
GRMZM2G079127	turquoise
GRMZM2G079185	turquoise
GRMZM2G079200	green
GRMZM2G079236	purple
GRMZM2G079256	blue
GRMZM2G079263	green
GRMZM2G079319	blue
GRMZM2G079348	turquoise
GRMZM2G079353	turquoise
GRMZM2G079389	purple
GRMZM2G079409	turquoise
GRMZM2G079430	pink
GRMZM2G079440	green
GRMZM2G079452	cyan
GRMZM2G079470	pink
GRMZM2G079491	green
GRMZM2G079583	blue
GRMZM2G079638	turquoise
GRMZM2G079653	grey
GRMZM2G079668	blue
GRMZM2G079683	turquoise
GRMZM2G079727	green
GRMZM2G079746	brown
GRMZM2G079782	turquoise
GRMZM2G079805	pink
GRMZM2G079938	turquoise
GRMZM2G079949	green
GRMZM2G079957	turquoise
GRMZM2G080107	turquoise
GRMZM2G080116	red
GRMZM2G080183	purple
GRMZM2G080231	green
GRMZM2G080354	green
GRMZM2G080442	turquoise
GRMZM2G080516	turquoise
GRMZM2G080530	black
GRMZM2G080537	turquoise
GRMZM2G080567	blue
GRMZM2G080586	turquoise
GRMZM2G080650	green
GRMZM2G080689	turquoise
GRMZM2G080698	brown
GRMZM2G080898	salmon
GRMZM2G080955	yellow
GRMZM2G080959	red
GRMZM2G081053	midnightblue
GRMZM2G081090	turquoise
GRMZM2G081099	greenyellow
GRMZM2G081102	brown
GRMZM2G081114	red
GRMZM2G081151	blue
GRMZM2G081239	tan
GRMZM2G081445	greenyellow
GRMZM2G081474	blue
GRMZM2G081504	turquoise
GRMZM2G081515	turquoise
GRMZM2G081519	brown
GRMZM2G081536	red
GRMZM2G081554	blue
GRMZM2G081582	turquoise
GRMZM2G081822	turquoise
GRMZM2G081833	black
GRMZM2G081841	black
GRMZM2G081883	brown
GRMZM2G081915	pink
GRMZM2G081943	brown
GRMZM2G081949	turquoise
GRMZM2G081955	magenta
GRMZM2G082032	red
GRMZM2G082055	black
GRMZM2G082087	red
GRMZM2G082203	turquoise
GRMZM2G082216	brown
GRMZM2G082227	green
GRMZM2G082264	turquoise
GRMZM2G082302	greenyellow
GRMZM2G082312	brown
GRMZM2G082318	blue
GRMZM2G082330	yellow
GRMZM2G082342	turquoise
GRMZM2G082387	pink
GRMZM2G082434	green
GRMZM2G082502	turquoise
GRMZM2G082586	turquoise
GRMZM2G082670	green
GRMZM2G082714	grey
GRMZM2G082745	turquoise
GRMZM2G082836	yellow
GRMZM2G082931	blue
GRMZM2G082998	turquoise
GRMZM2G083022	midnightblue
GRMZM2G083117	turquoise
GRMZM2G083128	turquoise
GRMZM2G083176	black
GRMZM2G083195	brown
GRMZM2G083222	blue
GRMZM2G083239	green
GRMZM2G083253	brown
GRMZM2G083301	brown
GRMZM2G083309	blue
GRMZM2G083526	turquoise
GRMZM2G083677	turquoise
GRMZM2G083717	turquoise
GRMZM2G083725	green
GRMZM2G083759	turquoise
GRMZM2G083788	blue
GRMZM2G083810	blue
GRMZM2G083812	red
GRMZM2G083847	tan
GRMZM2G083894	blue
GRMZM2G083935	turquoise
GRMZM2G083950	blue
GRMZM2G084037	turquoise
GRMZM2G084046	blue
GRMZM2G084279	turquoise
GRMZM2G084286	turquoise
GRMZM2G084489	blue
GRMZM2G084491	blue
GRMZM2G084498	brown
GRMZM2G084515	yellow
GRMZM2G084727	red
GRMZM2G084739	brown
GRMZM2G084788	turquoise
GRMZM2G084802	midnightblue
GRMZM2G084812	magenta
GRMZM2G084821	magenta
GRMZM2G084958	turquoise
GRMZM2G085049	brown
GRMZM2G085054	red
GRMZM2G085086	blue
GRMZM2G085089	greenyellow
GRMZM2G085113	yellow
GRMZM2G085198	turquoise
GRMZM2G085392	turquoise
GRMZM2G085460	salmon
GRMZM2G085550	tan
GRMZM2G085587	blue
GRMZM2G085646	turquoise
GRMZM2G085661	turquoise
GRMZM2G085751	tan
GRMZM2G085777	turquoise
GRMZM2G085827	turquoise
GRMZM2G085854	black
GRMZM2G085872	blue
GRMZM2G085892	red
GRMZM2G085964	green
GRMZM2G085967	red
GRMZM2G086022	brown
GRMZM2G086030	turquoise
GRMZM2G086066	turquoise
GRMZM2G086123	red
GRMZM2G086163	green
GRMZM2G086210	green
GRMZM2G086277	blue
GRMZM2G086403	green
GRMZM2G086430	turquoise
GRMZM2G086474	turquoise
GRMZM2G086496	turquoise
GRMZM2G086573	turquoise
GRMZM2G086577	green
GRMZM2G086604	blue
GRMZM2G086637	red
GRMZM2G086766	turquoise
GRMZM2G086779	brown
GRMZM2G086788	blue
GRMZM2G086835	green
GRMZM2G086845	turquoise
GRMZM2G086869	turquoise
GRMZM2G086897	greenyellow
GRMZM2G086906	brown
GRMZM2G086949	turquoise
GRMZM2G087041	blue
GRMZM2G087079	turquoise
GRMZM2G087081	blue
GRMZM2G087150	tan
GRMZM2G087172	yellow
GRMZM2G087186	turquoise
GRMZM2G087212	yellow
GRMZM2G087245	magenta
GRMZM2G087254	turquoise
GRMZM2G087259	green
GRMZM2G087326	black
GRMZM2G087395	turquoise
GRMZM2G087552	blue
GRMZM2G087570	brown
GRMZM2G087714	brown
GRMZM2G087741	grey
GRMZM2G087804	turquoise
GRMZM2G087806	blue
GRMZM2G087809	brown
GRMZM2G087896	turquoise
GRMZM2G087899	blue
GRMZM2G087901	turquoise
GRMZM2G087912	blue
GRMZM2G087955	greenyellow
GRMZM2G088060	brown
GRMZM2G088064	turquoise
GRMZM2G088086	blue
GRMZM2G088138	turquoise
GRMZM2G088196	blue
GRMZM2G088235	blue
GRMZM2G088242	turquoise
GRMZM2G088243	tan
GRMZM2G088290	yellow
GRMZM2G088336	grey
GRMZM2G088356	turquoise
GRMZM2G088482	turquoise
GRMZM2G088524	turquoise
GRMZM2G088543	turquoise
GRMZM2G088601	cyan
GRMZM2G088648	salmon
GRMZM2G088870	tan
GRMZM2G088919	black
GRMZM2G088930	blue
GRMZM2G089056	green
GRMZM2G089086	salmon
GRMZM2G089218	cyan
GRMZM2G089231	brown
GRMZM2G089244	magenta
GRMZM2G089291	greenyellow
GRMZM2G089400	turquoise
GRMZM2G089421	brown
GRMZM2G089448	greenyellow
GRMZM2G089491	brown
GRMZM2G089528	turquoise
GRMZM2G089619	green
GRMZM2G089631	blue
GRMZM2G089638	red
GRMZM2G089676	yellow
GRMZM2G089696	blue
GRMZM2G089698	pink
GRMZM2G089736	blue
GRMZM2G089767	turquoise
GRMZM2G089836	brown
GRMZM2G089873	magenta
GRMZM2G089893	brown
GRMZM2G089962	purple
GRMZM2G089974	blue
GRMZM2G089982	turquoise
GRMZM2G089995	grey
GRMZM2G090018	blue
GRMZM2G090029	tan
GRMZM2G090087	turquoise
GRMZM2G090100	purple
GRMZM2G090124	turquoise
GRMZM2G090152	blue
GRMZM2G090177	turquoise
GRMZM2G090203	yellow
GRMZM2G090226	tan
GRMZM2G090230	red
GRMZM2G090266	turquoise
GRMZM2G090279	turquoise
GRMZM2G090400	midnightblue
GRMZM2G090595	turquoise
GRMZM2G090675	yellow
GRMZM2G090693	turquoise
GRMZM2G090723	black
GRMZM2G090728	brown
GRMZM2G090753	tan
GRMZM2G090792	black
GRMZM2G090824	pink
GRMZM2G091003	red
GRMZM2G091044	red
GRMZM2G091176	blue
GRMZM2G091226	black
GRMZM2G091232	turquoise
GRMZM2G091276	green
GRMZM2G091320	salmon
GRMZM2G091362	black
GRMZM2G091383	brown
GRMZM2G091435	grey
GRMZM2G091481	magenta
GRMZM2G091487	blue
GRMZM2G091540	grey
GRMZM2G091578	turquoise
GRMZM2G091648	turquoise
GRMZM2G091742	turquoise
GRMZM2G091839	turquoise
